 ,Date,Count,Count_Filtered,Site,Tow,Salinity,Temperature,BioVol,Volume_Filtered,BioVol_Filtered,
Longipedia_sp,7/9/2024,0,0,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Oithona_sp,7/9/2024,8182,0.1060597926,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Paracalanus_sp,7/9/2024,8704,0.112826257,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Psuedocalanus_sp,7/9/2024,1664,0.02156972561,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Temora_longicornis,7/9/2024,192,0.002488814493,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Evadne_nordmanni,7/9/2024,7616,0.0987229749,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Podon_polyphemoides,7/9/2024,1664,0.02156972561,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Beroe_sp,7/9/2024,0,0,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Ctenophore_fragments,7/9/2024,128,0.001659209662,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Mnemiopsis_leidyi,7/9/2024,0,0,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Anapagurus_hyndmanni,7/9/2024,0,0,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Callianassa_sp,7/9/2024,0,0,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Carcinus_meanas,7/9/2024,0,0,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Crangon_crangon,7/9/2024,0,0,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Crangonid_larvae,7/9/2024,0,0,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Hippolytid_larvae,7/9/2024,0,0,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Homarus_americanus,7/9/2024,0,0,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Philocheras_sp,7/9/2024,64,0.0008296048311,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Unidentified_decapod_larvae,7/9/2024,0,0,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Unidentified_fish_larvae,7/9/2024,128,0.001659209662,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Paralicntnys_dentatus,7/9/2024,0,0,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Eutima_gracilis,7/9/2024,0,0,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Obelia_sp,7/9/2024,192,0.002488814493,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Sarsia_tubulosa,7/9/2024,0,0,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Rathkea_sp,7/9/2024,0,0,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Barnacle_larvae,7/9/2024,320,0.004148024155,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Bivalve_larvae,7/9/2024,128,0.001659209662,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Eggs,7/9/2024,0,0,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Fish_eggs,7/9/2024,256,0.003318419324,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Gastropod_larvae,7/9/2024,832,0.0107848628,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Bivalve_veliger,7/9/2024,0,0,Ram,200,30.7,14.3,6,77145.1631,0.00007777545291,
Gammarus_sp,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Hyperia_galba,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Semibalanus_sp,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Acartia_sp,7/16/2024,6976,0.06516531187,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Calanus_sp,7/16/2024,576,0.005380622081,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Caligus_sp,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Centropages_hamatus,7/16/2024,8708,0.08134454355,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Centropages_sp,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Centropages_typicus,7/16/2024,5376,0.05021913943,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Copepod_nauplii,7/16/2024,448,0.004184928285,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Tigriopus_sp,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Labidocera_sp,7/16/2024,128,0.001195693796,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Longipedia_sp,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Oithona_sp,7/16/2024,512,0.004782775183,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Paracalanus_sp,7/16/2024,3200,0.0298923449,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Psuedocalanus_sp,7/16/2024,3200,0.0298923449,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Temora_longicornis,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Evadne_nordmanni,7/16/2024,5312,0.04962129253,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Podon_polyphemoides,7/16/2024,2624,0.02451172282,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Beroe_sp,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Ctenophore_fragments,7/16/2024,192,0.001793540694,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Mnemiopsis_leidyi,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Anapagurus_hyndmanni,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Callianassa_sp,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Carcinus_meanas,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Crangon_crangon,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Crangonid_larvae,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Hippolytid_larvae,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Homarus_americanus,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Philocheras_sp,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Unidentified_decapod_larvae,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Unidentified_fish_larvae,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Paralicntnys_dentatus,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Eutima_gracilis,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Obelia_sp,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Sarsia_tubulosa,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Rathkea_sp,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Barnacle_larvae,7/16/2024,768,0.007174162775,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Bivalve_larvae,7/16/2024,256,0.002391387592,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Eggs,7/16/2024,128,0.001195693796,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Fish_eggs,7/16/2024,128,0.001195693796,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Gastropod_larvae,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Bivalve_veliger,7/16/2024,0,0,Ram,200,31.16,11.1,5,107050.8189,0.0000467067889,
Gammarus_sp,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Hyperia_galba,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Acartia_sp,7/2/2024,96,0.4992809834,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Calanus_sp,7/2/2024,16,0.08321349723,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Centropages_hamatus,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Centropages_sp,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Centropages_typicus,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Copepod_nauplii,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Tigriopus_sp,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Labidocera_sp,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Oithona_sp,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Paracalanus_sp,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Evadne_nordmanni,7/2/2024,32,0.1664269945,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Podon_polyphemoides,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Beroe_cucumis,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Ctenophore_fragments,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Mnemiopsis leidyi,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Anapagurus hyndmanni,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Callianassa sp,7/2/2024,16,0.08321349723,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Carcinus_meanas,7/2/2024,160,0.8321349723,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Crangon_crangon,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Crangonid_larvae,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Hippolytid_larvae,7/2/2024,64,0.3328539889,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Homarus_americanus,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Unidentified_decapod_larvae,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Unidentified_fish_larvae,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Paralicntnys_dentatus,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Eutima_gracilis,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Leukartiara_sp,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Obelia_sp,7/2/2024,160,0.8321349723,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Sarsia_tubulosa,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Rathkea_sp,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Barnacle_larvae,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Bivalve_larvae,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Eggs,7/2/2024,2080,10.81775464,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Gastropod_larvae,7/2/2024,7536,39.19355719,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Bivalve_veliger,7/2/2024,0,0,Wood,700,31.13,10.98,7,192.2765,0.03640590504,
Gammarus_sp,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Hyperia_galba,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Acartia_sp,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Calanus_sp,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Centropages_hamatus,7/9/2024,8,0.00000865418186,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Centropages_sp,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Centropages_typicus,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Copepod_nauplii,7/9/2024,8,0.00000865418186,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Tigriopus_sp,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Labidocera_sp,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Oithona_sp,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Paracalanus_sp,7/9/2024,24,0.00002596254558,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Evadne_nordmanni,7/9/2024,280,0.0003028963651,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Podon_polyphemoides,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Beroe_cucumis,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Ctenophore_fragments,7/9/2024,8,0.00000865418186,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Mnemiopsis leidyi,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Anapagurus hyndmanni,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Callianassa sp,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Carcinus_meanas,7/9/2024,48,0.00005192509116,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Crangon_crangon,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Crangonid_larvae,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Hippolytid_larvae,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Homarus_americanus,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Unidentified_decapod_larvae,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Unidentified_fish_larvae,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Paralicntnys_dentatus,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Eutima_gracilis,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Leukartiara_sp,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Obelia_sp,7/9/2024,256,0.0002769338195,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Sarsia_tubulosa,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Rathkea_sp,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Barnacle_larvae,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Bivalve_larvae,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Eggs,7/9/2024,760,0.0008221472767,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Gastropod_larvae,7/9/2024,7632,0.008256089495,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Bivalve_veliger,7/9/2024,0,0,Wood,700,30.96,12.29,3.6,924408.5841,0.000003894381837,
Gammarus_sp,6/20/2024,0,NA,Wood,200,30.94,9.73,NA,NA,NA,
Hyperia_galba,6/20/2024,0,NA,Wood,200,30.94,9.73,NA,NA,NA,
Semibalanus_sp,6/20/2024,384,NA,Wood,200,30.94,9.73,NA,NA,NA,
Acartia_sp,6/20/2024,14080,NA,Wood,200,30.94,9.73,NA,NA,NA,
Calanus_sp,6/20/2024,0,NA,Wood,200,30.94,9.73,NA,NA,NA,
Caligus_sp,6/20/2024,0,NA,Wood,200,30.94,9.73,NA,NA,NA,
Centropages_hamatus,6/20/2024,22976,NA,Wood,200,30.94,9.73,NA,NA,NA,
Centropages_sp,6/20/2024,0,NA,Wood,200,30.94,9.73,NA,NA,NA,
Centropages_typicus,6/20/2024,15232,NA,Wood,200,30.94,9.73,NA,NA,NA,
Copepod_nauplii,6/20/2024,1856,NA,Wood,200,30.94,9.73,NA,NA,NA,
Tigriopus_sp,6/20/2024,0,NA,Wood,200,30.94,9.73,NA,NA,NA,
Labidocera_sp,6/20/2024,448,NA,Wood,200,30.94,9.73,NA,NA,NA,
Longipedia_sp,6/20/2024,0,NA,Wood,200,30.94,9.73,NA,NA,NA,
Oithona_sp,6/20/2024,4096,NA,Wood,200,30.94,9.73,NA,NA,NA,
Paracalanus_sp,6/20/2024,4224,NA,Wood,200,30.94,9.73,NA,NA,NA,
Psuedocalanus_sp,6/20/2024,0,NA,Wood,200,30.94,9.73,NA,NA,NA,
Temora_longicornis,6/20/2024,64,NA,Wood,200,30.94,9.73,NA,NA,NA,
Evadne_nordmanni,6/20/2024,4160,NA,Wood,200,30.94,9.73,NA,NA,NA,
Podon_polyphemoides,6/20/2024,5352,NA,Wood,200,30.94,9.73,NA,NA,NA,
Beroe_sp,6/20/2024,0,NA,Wood,200,30.94,9.73,NA,NA,NA,
Ctenophore_fragments,6/20/2024,0,NA,Wood,200,30.94,9.73,NA,NA,NA,
Mnemiopsis_leidyi,6/20/2024,0,NA,Wood,200,30.94,9.73,NA,NA,NA,
Anapagurus_hyndmanni,6/20/2024,0,NA,Wood,200,30.94,9.73,NA,NA,NA,
Callianassa_sp,6/20/2024,0,NA,Wood,200,30.94,9.73,NA,NA,NA,
Carcinus_meanas,6/20/2024,1472,NA,Wood,200,30.94,9.73,NA,NA,NA,
Crangon_crangon,6/20/2024,0,NA,Wood,200,30.94,9.73,NA,NA,NA,
Crangonid_larvae,6/20/2024,64,NA,Wood,200,30.94,9.73,NA,NA,NA,
Hippolytid_larvae,6/20/2024,704,NA,Wood,200,30.94,9.73,NA,NA,NA,
Homarus_americanus,6/20/2024,0,NA,Wood,200,30.94,9.73,NA,NA,NA,
Philocheras_sp,6/20/2024,0,NA,Wood,200,30.94,9.73,NA,NA,NA,
Unidentified_decapod_larvae,6/20/2024,0,NA,Wood,200,30.94,9.73,NA,NA,NA,
Unidentified_fish_larvae,6/20/2024,0,NA,Wood,200,30.94,9.73,NA,NA,NA,
Paralicntnys_dentatus,6/20/2024,0,NA,Wood,200,30.94,9.73,NA,NA,NA,
Eutima_gracilis,6/20/2024,0,NA,Wood,200,30.94,9.73,NA,NA,NA,
Obelia_sp,6/20/2024,64,NA,Wood,200,30.94,9.73,NA,NA,NA,
Sarsia_tubulosa,6/20/2024,0,NA,Wood,200,30.94,9.73,NA,NA,NA,
Rathkea_sp,6/20/2024,0,NA,Wood,200,30.94,9.73,NA,NA,NA,
Barnacle_larvae,6/20/2024,0,NA,Wood,200,30.94,9.73,NA,NA,NA,
Bivalve_larvae,6/20/2024,1984,NA,Wood,200,30.94,9.73,NA,NA,NA,
Eggs,6/20/2024,64,NA,Wood,200,30.94,9.73,NA,NA,NA,
Fish_eggs,6/20/2024,0,NA,Wood,200,30.94,9.73,NA,NA,NA,
Gastropod_larvae,6/20/2024,1472,NA,Wood,200,30.94,9.73,NA,NA,NA,
Bivalve_veliger,6/20/2024,0,NA,Wood,200,30.94,9.73,NA,NA,NA,
Gammarus_sp,7/2/2024,0,0,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Hyperia_galba,7/2/2024,0,0,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Semibalanus_sp,7/2/2024,0,0,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Acartia_sp,7/2/2024,5120,0.03583892869,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Calanus_sp,7/2/2024,1024,0.007167785738,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Caligus_sp,7/2/2024,0,0,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Centropages_hamatus,7/2/2024,42368,0.2965671349,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Centropages_sp,7/2/2024,1664,0.01164765182,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Centropages_typicus,7/2/2024,28160,0.1971141078,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Copepod_nauplii,7/2/2024,1664,0.01164765182,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Tigriopus_sp,7/2/2024,0,0,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Labidocera_sp,7/2/2024,512,0.003583892869,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Longipedia_sp,7/2/2024,0,0,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Oithona_sp,7/2/2024,8704,0.06092617877,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Paracalanus_sp,7/2/2024,2048,0.01433557148,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Psuedocalanus_sp,7/2/2024,0,0,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Temora_longicornis,7/2/2024,9984,0.06988591094,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Evadne_nordmanni,7/2/2024,5120,0.03583892869,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Podon_polyphemoides,7/2/2024,0,0,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Beroe_sp,7/2/2024,512,0.003583892869,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Ctenophore_fragments,7/2/2024,0,0,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Mnemiopsis_leidyi,7/2/2024,0,0,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Anapagurus_hyndmanni,7/2/2024,0,0,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Callianassa_sp,7/2/2024,0,0,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Carcinus_meanas,7/2/2024,128,0.0008959732172,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Crangon_crangon,7/2/2024,0,0,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Crangonid_larvae,7/2/2024,0,0,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Hippolytid_larvae,7/2/2024,640,0.004479866086,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Homarus_americanus,7/2/2024,0,0,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Philocheras_sp,7/2/2024,0,0,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Unidentified_decapod_larvae,7/2/2024,0,0,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Unidentified_fish_larvae,7/2/2024,128,0.0008959732172,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Paralicntnys_dentatus,7/2/2024,0,0,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Eutima_gracilis,7/2/2024,0,0,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Obelia_sp,7/2/2024,0,0,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Sarsia_tubulosa,7/2/2024,0,0,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Rathkea_sp,7/2/2024,0,0,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Barnacle_larvae,7/2/2024,512,0.003583892869,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Bivalve_larvae,7/2/2024,256,0.001791946434,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Eggs,7/2/2024,384,0.002687919652,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Fish_eggs,7/2/2024,1280,0.008959732172,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Gastropod_larvae,7/2/2024,7168,0.05017450016,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Bivalve_veliger,7/2/2024,0,0,Wood,200,31.13,10.98,13,142861.4132,0.00009099727987,
Gammarus_sp,7/9/2024,0,0,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Hyperia_galba,7/9/2024,0,0,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Semibalanus_sp,7/9/2024,0,0,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Acartia_sp,7/9/2024,10624,0.004477348702,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Calanus_sp,7/9/2024,320,0.0001348599007,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Caligus_sp,7/9/2024,0,0,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Centropages_hamatus,7/9/2024,12480,0.005259536126,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Centropages_sp,7/9/2024,384,0.0001618318808,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Centropages_typicus,7/9/2024,10624,0.004477348702,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Copepod_nauplii,7/9/2024,1920,0.0008091594039,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Tigriopus_sp,7/9/2024,0,0,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Labidocera_sp,7/9/2024,128,0.00005394396026,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Longipedia_sp,7/9/2024,0,0,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Oithona_sp,7/9/2024,4544,0.001915010589,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Paracalanus_sp,7/9/2024,17536,0.007390322556,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Psuedocalanus_sp,7/9/2024,1024,0.0004315516821,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Temora_longicornis,7/9/2024,0,0,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Evadne_nordmanni,7/9/2024,9664,0.004072769,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Podon_polyphemoides,7/9/2024,4160,0.001753178709,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Beroe_sp,7/9/2024,0,0,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Ctenophore_fragments,7/9/2024,0,0,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Mnemiopsis_leidyi,7/9/2024,0,0,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Anapagurus_hyndmanni,7/9/2024,0,0,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Callianassa_sp,7/9/2024,0,0,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Carcinus_meanas,7/9/2024,0,0,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Crangon_crangon,7/9/2024,0,0,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Crangonid_larvae,7/9/2024,0,0,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Hippolytid_larvae,7/9/2024,2256,0.0009507622996,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Homarus_americanus,7/9/2024,0,0,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
Philocheras_sp,7/9/2024,0,0,Wood,200,30.96,12.29,9,2372832.832,0.000003792934706,
